# R=0.00025
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 6.25e-07, -6.63793399866e-19, -6.66552421953e-19, 0.00413924245944
373.831775701, 6.6875e-07, -5.80699493932e-19, -5.83365408632e-19, 0.00456988820406
350.877192982, 7.125e-07, -5.12568395171e-19, -5.15155124425e-19, 0.00502126278308
330.578512397, 7.5625e-07, -4.5606427712e-19, -4.58583070891e-19, 0.00549255724904
312.5, 8e-07, -4.08724417396e-19, -4.11184452218e-19, 0.00598280116942
296.296296296, 8.4375e-07, -3.68699630371e-19, -3.71108486567e-19, 0.00649097577476
281.690140845, 8.875e-07, -3.34580364905e-19, -3.36944340907e-19, 0.00701592433849
268.456375839, 9.3125e-07, -3.05277548208e-19, -3.07601911458e-19, 0.00755640054027
256.41025641, 9.75e-07, -2.79939364472e-19, -2.82228574501e-19, 0.00811119155013
245.398773006, 1.01875e-06, -2.57892204627e-19, -2.60150035086e-19, 0.00867895504045
235.294117647, 1.0625e-06, -2.38597946271e-19, -2.40827628894e-19, 0.00925841704282
225.988700565, 1.10625e-06, -2.21622743578e-19, -2.2382705703e-19, 0.0098482885913
217.391304348, 1.15e-06, -2.06613854878e-19, -2.08795189162e-19, 0.0104472439833
209.42408377, 1.19375e-06, -1.93282211793e-19, -1.95442645802e-19, 0.0110540562927
202.02020202, 1.2375e-06, -1.81389226905e-19, -1.83530573307e-19, 0.0116675187355
195.12195122, 1.28125e-06, -1.70736660838e-19, -1.72860499918e-19, 0.0122864337437
188.679245283, 1.325e-06, -1.6115875835e-19, -1.63266480491e-19, 0.0129097052575
182.648401826, 1.36875e-06, -1.52516128289e-19, -1.54608959668e-19, 0.0135362878249
176.991150442, 1.4125e-06, -1.44690911075e-19, -1.46769938312e-19, 0.0141652116334
171.673819742, 1.45625e-06, -1.37582954866e-19, -1.39649136956e-19, 0.0147955235226
166.666666667, 1.5e-06, -1.31106734488e-19, -1.33160928524e-19, 0.0154264021658
161.943319838, 1.54375e-06, -1.25188898662e-19, -1.27231869822e-19, 0.016057070946
157.480314961, 1.5875e-06, -1.19766268648e-19, -1.21798702006e-19, 0.0166868228062
153.256704981, 1.63125e-06, -1.14784211153e-19, -1.16806721418e-19, 0.0173150161258
149.253731343, 1.675e-06, -1.10195302208e-19, -1.12208444499e-19, 0.017941094359
145.454545455, 1.71875e-06, -1.0595823483e-19, -1.07962508101e-19, 0.0185645304653
141.843971631, 1.7625e-06, -1.02036902101e-19, -1.04032758922e-19, 0.0191848879313
138.408304498, 1.80625e-06, -9.83996453776e-20, -1.00387496013e-19, 0.0198017752654
135.135135135, 1.85e-06, -9.50186197879e-20, -9.69988377872e-20, 0.0204148631522
132.01320132, 1.89375e-06, -9.18692648259e-20, -9.38421906654e-20, 0.0210238681083
129.032258065, 1.9375e-06, -8.89298569882e-20, -9.08958013735e-20, 0.0216285500061
126.1829653, 1.98125e-06, -8.61811300807e-20, -8.8140378113e-20, 0.0222287227974
123.456790123, 2.025e-06, -8.36059567498e-20, -8.55587688694e-20, 0.022824219486
120.84592145, 2.06875e-06, -8.11890710668e-20, -8.31356872564e-20, 0.0234149287017
118.343195266, 2.1125e-06, -7.89168366966e-20, -8.08574780723e-20, 0.0240007655688
115.942028986, 2.15625e-06, -7.67770454892e-20, -7.87119161869e-20, 0.0245816744329
113.636363636, 2.2e-06, -7.47587447304e-20, -7.66880334192e-20, 0.0251576237228
111.420612813, 2.24375e-06, -7.28520873256e-20, -7.47759691535e-20, 0.0257286110717
109.289617486, 2.2875e-06, -7.1048203683e-20, -7.29668409992e-20, 0.0262946468543
107.238605898, 2.33125e-06, -6.93390885062e-20, -7.12526325279e-20, 0.0268557659389
105.263157895, 2.375e-06, -6.77175044068e-20, -6.96260955701e-20, 0.0274120090699
103.359173127, 2.41875e-06, -6.61768948704e-20, -6.8080664967e-20, 0.0279634474423
101.52284264, 2.4625e-06, -6.47113124246e-20, -6.66103840103e-20, 0.0285101431844
99.7506234414, 2.50625e-06, -6.33153506021e-20, -6.52098390749e-20, 0.029052187517
98.0392156863, 2.55e-06, -6.19840888823e-20, -6.38741021824e-20, 0.029589665224
96.3855421687, 2.59375e-06, -6.07130408763e-20, -6.25986804316e-20, 0.0301226725922
94.7867298578, 2.6375e-06, -5.94981098388e-20, -6.13794713588e-20, 0.0306513151452
93.2400932401, 2.68125e-06, -5.83355497759e-20, -6.02127234853e-20, 0.0311756984366
91.7431192661, 2.725e-06, -5.72219304378e-20, -5.90950013568e-20, 0.0316959281827
90.2934537246, 2.76875e-06, -5.61541059844e-20, -5.80231545152e-20, 0.0322121150853
88.8888888889, 2.8125e-06, -5.51291873999e-20, -5.69942899096e-20, 0.0327243748915
87.5273522976, 2.85625e-06, -5.41445184043e-20, -5.60057473211e-20, 0.0332328199472
86.2068965517, 2.9e-06, -5.31976533013e-20, -5.5055077437e-20, 0.0337375628583
84.9256900212, 2.94375e-06, -5.22863376087e-20, -5.41400222552e-20, 0.0342387123114
83.6820083682, 2.9875e-06, -5.14084900264e-20, -5.32584975444e-20, 0.0347363820479
82.4742268041, 3.03125e-06, -5.05621872391e-20, -5.24085771202e-20, 0.0352306813615
81.3008130081, 3.075e-06, -4.97456498324e-20, -5.15884787284e-20, 0.0357217142545
80.1603206413, 3.11875e-06, -4.89572291019e-20, -5.07965513528e-20, 0.0362095890756
79.0513833992, 3.1625e-06, -4.81953961523e-20, -5.00312637882e-20, 0.0366944085938
77.9727095517, 3.20625e-06, -4.74587314485e-20, -4.92911943376e-20, 0.0371762728354
76.9230769231, 3.25e-06, -4.67459156532e-20, -4.85750215144e-20, 0.0376552763987
75.9013282732, 3.29375e-06, -4.60557208084e-20, -4.78815156334e-20, 0.0381315169511
74.9063670412, 3.3375e-06, -4.53870031556e-20, -4.72095312058e-20, 0.0386050868042
73.9371534196, 3.38125e-06, -4.47386962274e-20, -4.65580000455e-20, 0.0390760732077
72.9927007299, 3.425e-06, -4.4109804386e-20, -4.59259250169e-20, 0.0395445629085
72.0720720721, 3.46875e-06, -4.34993974458e-20, -4.5312374356e-20, 0.0400106358585
71.1743772242, 3.5125e-06, -4.29066050817e-20, -4.47164765079e-20, 0.0404743747173
70.2987697715, 3.55625e-06, -4.23306125306e-20, -4.41374154276e-20, 0.0409358563373
69.4444444444, 3.6e-06, -4.17706561877e-20, -4.3574426299e-20, 0.0413951545558
68.6106346484, 3.64375e-06, -4.12260196984e-20, -4.30267916295e-20, 0.0418523404342
67.7966101695, 3.6875e-06, -4.06960305117e-20, -4.24938376854e-20, 0.0423074796625
67.0016750419, 3.73125e-06, -4.01800563e-20, -4.19749312332e-20, 0.0427606402315
66.2251655629, 3.775e-06, -3.96775022119e-20, -4.14694765596e-20, 0.0432118873048
65.4664484452, 3.81875e-06, -3.91878084401e-20, -4.0976912742e-20, 0.043661276123
64.7249190939, 3.8625e-06, -3.87104471152e-20, -4.04967111476e-20, 0.0441088666651
64, 3.90625e-06, -3.82449204197e-20, -4.00283731385e-20, 0.0445547140428
63.2911392405, 3.95e-06, -3.77907584751e-20, -3.95714279652e-20, 0.0449988686721
62.5978090767, 3.99375e-06, -3.73475170438e-20, -3.91254308309e-20, 0.0454413855457
61.919504644, 4.0375e-06, -3.69147763862e-20, -3.86899611099e-20, 0.0458823082982
61.2557427259, 4.08125e-06, -3.64921389929e-20, -3.82646207093e-20, 0.046321685243
60.6060606061, 4.125e-06, -3.60792283576e-20, -3.78490325581e-20, 0.046759562422
59.9700149925, 4.16875e-06, -3.56756878135e-20, -3.74428392145e-20, 0.0471959776054
59.3471810089, 4.2125e-06, -3.52811787695e-20, -3.7045701581e-20, 0.0476309729915
58.7371512482, 4.25625e-06, -3.48953798468e-20, -3.66572977168e-20, 0.0480645868571
58.1395348837, 4.3e-06, -3.45179857729e-20, -3.62773217413e-20, 0.0484968537891
57.5539568345, 4.34375e-06, -3.41487060849e-20, -3.59054828179e-20, 0.0489278125541
56.9800569801, 4.3875e-06, -3.3787264619e-20, -3.55415042154e-20, 0.049357494431
56.4174894217, 4.43125e-06, -3.3433398417e-20, -3.51851224363e-20, 0.0497859293382
55.8659217877, 4.475e-06, -3.30868567349e-20, -3.48360864103e-20, 0.0502131512377
55.3250345781, 4.51875e-06, -3.27474007453e-20, -3.44941567445e-20, 0.0506391854174
54.7945205479, 4.5625e-06, -3.24148023955e-20, -3.4159105028e-20, 0.0510640612808
54.2740841248, 4.60625e-06, -3.20888440176e-20, -3.38307131852e-20, 0.0514878051195
53.7634408602, 4.65e-06, -3.17693176624e-20, -3.35087728747e-20, 0.0519104420436
53.2623169108, 4.69375e-06, -3.14560245415e-20, -3.31930849298e-20, 0.0523319960137
52.7704485488, 4.7375e-06, -3.11487745065e-20, -3.28834588368e-20, 0.0527524899064
52.2875816993, 4.78125e-06, -3.08473855643e-20, -3.257971225e-20, 0.0531719455485
51.8134715026, 4.825e-06, -3.05516834242e-20, -3.22816705379e-20, 0.053590383797
51.3478818999, 4.86875e-06, -3.0261501076e-20, -3.19891663609e-20, 0.0540078245677
50.8905852417, 4.9125e-06, -2.99766784401e-20, -3.17020392759e-20, 0.0544242854767
50.4413619168, 4.95625e-06, -2.96970618195e-20, -3.14201353675e-20, 0.0548397875387
50, 5e-06, -2.94225038257e-20, -3.11433069026e-20, 0.0552543466962
