# R=2.4e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 7.26e-08, -7.98821237882e-11, -8.00519496288e-11, 0.00212144540372
312.5, 7.68e-08, -6.91409484575e-11, -6.92965704162e-11, 0.00224573824891
296.296296296, 8.1e-08, -6.02768036783e-11, -6.04198938553e-11, 0.00236826263459
281.690140845, 8.52e-08, -5.28910998695e-11, -5.30230797658e-11, 0.00248910280039
268.456375839, 8.94e-08, -4.66837522126e-11, -4.68058341236e-11, 0.0026082626938
256.41025641, 9.36e-08, -4.14256705718e-11, -4.1538900682e-11, 0.00272588124162
245.398773006, 9.78e-08, -3.6939757383e-11, -3.70450438807e-11, 0.00284212101452
235.294117647, 1.02e-07, -3.3087543193e-11, -3.31856706316e-11, 0.0029569219708
225.988700565, 1.062e-07, -2.97596136407e-11, -2.9851268481e-11, 0.00307038343831
217.391304348, 1.104e-07, -2.68686920462e-11, -2.69544718577e-11, 0.0031823962996
209.42408377, 1.146e-07, -2.4344534195e-11, -2.44249669332e-11, 0.00329305413128
202.02020202, 1.188e-07, -2.21301441566e-11, -2.22057016223e-11, 0.00340261555152
195.12195122, 1.23e-07, -2.01789408913e-11, -2.02500344668e-11, 0.00351078787865
188.679245283, 1.272e-07, -1.84525658682e-11, -1.85195673815e-11, 0.00361787680734
182.648401826, 1.314e-07, -1.69192449459e-11, -1.69824821814e-11, 0.00372367447712
176.991150442, 1.356e-07, -1.55524827468e-11, -1.56122522694e-11, 0.00382837284243
171.673819742, 1.398e-07, -1.4330068584e-11, -1.43866364366e-11, 0.00393197206757
166.666666667, 1.44e-07, -1.32332778454e-11, -1.32868867983e-11, 0.00403472639575
161.943319838, 1.482e-07, -1.22462577812e-11, -1.22971206991e-11, 0.00413616480901
157.480314961, 1.524e-07, -1.13555053449e-11, -1.1403819161e-11, 0.00423663471682
153.256704981, 1.566e-07, -1.05494783906e-11, -1.0595423786e-11, 0.00433634334415
149.253731343, 1.608e-07, -9.81827523211e-12, -9.86201077692e-12, 0.00443474924035
145.454545455, 1.65e-07, -9.15335287991e-12, -9.19502579687e-12, 0.0045321152856
141.843971631, 1.692e-07, -8.54731936389e-12, -8.58706712483e-12, 0.00462879355328
138.408304498, 1.734e-07, -7.99375916415e-12, -8.03170738715e-12, 0.00472480148631
135.135135135, 1.776e-07, -7.48708710285e-12, -7.52334627856e-12, 0.00481955427448
132.01320132, 1.818e-07, -7.0224131765e-12, -7.05708831535e-12, 0.00491351918947
129.032258065, 1.86e-07, -6.59545355516e-12, -6.62864090939e-12, 0.00500666044212
126.1829653, 1.902e-07, -6.20244127607e-12, -6.23422903415e-12, 0.00509890764379
123.456790123, 1.944e-07, -5.8400531443e-12, -5.8705234769e-12, 0.00519039447243
120.84592145, 1.986e-07, -5.50535157197e-12, -5.53458029829e-12, 0.00528110981255
118.343195266, 2.028e-07, -5.19573060652e-12, -5.22378954315e-12, 0.00537137577928
115.942028986, 2.07e-07, -4.90887909845e-12, -4.93583164899e-12, 0.00546058951297
113.636363636, 2.112e-07, -4.64273568387e-12, -4.66864026286e-12, 0.00554863461892
